file,n,m,ratio1,ratio2,density,min,max,mean,std,var,GILS_cost,GILS_time,GRASP_cost,GRASP_time,DBMEA_cost,DBMEA_time,Min_val,Min_col
hk48.tsp,48,1176,0.0408163265306122,24.5,1.0425531914893618,0.0,2734.0,1001.5486111111112,592.2699017558201,350783.6365258488,244757.0,4.659875392913818,289553.0,0.0245192050933837,244152.0,5.976395845413208,244152.0,DBMEA_cost
kroA100.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,4150.0,1693.5934,927.2014221712776,859702.47727644,1055005.0,42.87683963775635,1919420.0,0.211181640625,1063291.0,79.4624855518341,1055005.0,GILS_cost
kroB100.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,4167.0,1670.6668,923.7124928124337,853244.76937776,1107790.0,48.5152108669281,1964064.0,0.2144293785095214,1050373.0,54.9681236743927,1050373.0,DBMEA_cost
kroC100.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,4187.0,1683.5478,921.8353994695364,849780.50371516,1121370.0,38.92342066764832,1860922.0,0.210669994354248,1022182.0,70.92769050598145,1022182.0,DBMEA_cost
kroD100.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,4028.0,1614.793,877.9926378683366,770871.072151,1100717.0,48.463627099990845,2011728.0,0.2252883911132812,1052683.0,71.74382591247559,1052683.0,DBMEA_cost
kroE100.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,4138.0,1714.8328,944.728761097152,892512.4320441599,1047294.0,41.30372738838196,2165793.0,0.2108466625213623,1061409.0,57.17886638641357,1047294.0,GILS_cost
lin105.tsp,105,5565,0.0188679245283018,53.0,1.0192307692307692,0.0,3189.0,1166.136961451247,677.3723188461915,458833.2583390665,674402.0,37.23751902580261,1187750.0,0.2545292377471924,681550.0,65.60998558998108,674402.0,GILS_cost
pr107.tsp,107,5778,0.0185185185185185,54.0,1.018867924528302,0.0,10691.0,5353.732203685911,3134.1516036546373,9822906.274690934,2106763.0,45.899190187454224,4162194.0,0.2512428760528564,2220987.0,62.0121488571167,2106763.0,GILS_cost
pr76.tsp,76,2926,0.0259740259740259,38.5,1.0266666666666666,0.0,22674.0,7459.237534626039,3982.505723662762,15860351.839006666,3465281.0,12.015041589736938,5272010.0,0.094761848449707,3745383.0,22.62611031532288,3465281.0,GILS_cost
rat99.tsp,99,4950,0.02,50.0,1.020408163265306,0.0,218.0,84.13733292521171,47.32618184471948,2239.767487999456,60432.0,26.716477155685425,95588.0,0.2038054466247558,61316.0,56.5927484035492,60432.0,GILS_cost
rd100.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,1334.0,550.105,267.2810774727609,71439.174375,398690.0,46.300979137420654,719380.0,0.2250206470489502,375844.0,63.68991684913635,375844.0,DBMEA_cost
st70.tsp,70,2485,0.028169014084507,35.5,1.0289855072463767,0.0,129.0,51.50816326530612,24.994320471060604,624.7160558100792,23210.0,16.708742141723633,34378.0,0.074542760848999,21450.0,16.10330867767334,21450.0,DBMEA_cost
swiss42.tsp,42,1764,0.0238095238095238,42.0,1.024390243902439,0.0,323.0,112.37981859410432,60.44965447790173,3654.160726497704,21910.0,3.115655899047852,25807.0,0.0170319080352783,22216.0,2.429354429244995,21910.0,GILS_cost
